100,0.1,8.1918908135710022e-07
100,0.2,-1.1104603202266068e-06
100,0.3,-9.3940433780729166e-07
100,0.4,-4.5331725253008124e-07
100,0.5,-2.8253197718732716e-07
100,0.6,-3.1610925503726255e-07
100,0.7,5.0167440777540098e-07
100,0.8,1.4564294137905850e-04
80,0.1,-1.9869027583220483e-06
80,0.2,-1.6688228161626602e-06
80,0.3,-1.5458402225851891e-06
80,0.4,-1.4404099479637589e-06
80,0.5,-8.0973248661892809e-07
80,0.6,-7.8871622046696898e-07
80,0.7,-4.7281977251616334e-07
80,0.8,2.5090055001157967e-07
82,0.1,-1.9313787757056611e-06
82,0.2,-1.5794704272928820e-06
82,0.3,-1.4610658746450471e-06
82,0.4,-1.2973826473134106e-06
82,0.5,-7.1384046238423709e-07
82,0.6,-6.4297728105365391e-07
82,0.7,-8.8623433657923948e-07
82,0.8,2.4044262050098767e-07
84,0.1,-1.8543871478704931e-06
84,0.2,-1.5119526898488923e-06
84,0.3,-1.3629869058196782e-06
84,0.4,-1.1527845374218683e-06
84,0.5,-6.1909977938498566e-07
84,0.6,-5.2673471991593783e-07
84,0.7,-4.9355778937854062e-07
84,0.8,2.1395555173180423e-07
86,0.1,-1.8002095764312073e-06
86,0.2,-1.4336678193700752e-06
86,0.3,-1.2785032071861992e-06
86,0.4,-1.0333433781868880e-06
86,0.5,-5.0823235150668515e-07
86,0.6,-4.1869579811861194e-07
86,0.7,-3.3801779350173250e-07
86,0.8,1.7254917955136448e-07
88,0.1,-1.7307357498806510e-06
88,0.2,-1.3687267234871900e-06
88,0.3,-1.2141234861809523e-06
88,0.4,-9.3146763213966758e-07
88,0.5,-1.0049383201735558e-06
88,0.6,-3.2682945764683529e-07
88,0.7,-2.3480675066860340e-07
88,0.8,-4.0080451351987478e-07
90,0.1,-1.7408509425463662e-06
90,0.2,-1.3067020785507934e-06
90,0.3,-1.1434363908838079e-06
90,0.4,-8.3791137310232732e-07
90,0.5,-7.4804696313812881e-07
90,0.6,-2.4750293555620987e-07
90,0.7,-1.3413817554432826e-07
90,0.8,-5.1364642536671262e-06
92,0.1,-1.6923293829973687e-06
92,0.2,-1.2514905002692227e-06
92,0.3,-1.0928122887278042e-06
92,0.4,-7.2260192488342727e-07
92,0.5,-6.0357583234079760e-07
92,0.6,-1.6968822568868059e-07
92,0.7,-5.1755510059524658e-08
92,0.8,1.1297929304543226e-04
94,0.1,-1.6583067812251778e-06
94,0.2,-1.1987811502039580e-06
94,0.3,-1.0484710882251911e-06
94,0.4,-6.2572832667544138e-07
94,0.5,-5.0126765851803790e-07
94,0.6,-9.9135317618030224e-08
94,0.7,1.3057833703285939e-08
94,0.8,2.7887524949589592e-06
96,0.1,-1.6689799061559819e-06
96,0.2,-1.1604135927235492e-06
96,0.3,-9.9835193029691973e-07
96,0.4,-5.6249142223794090e-07
96,0.5,-4.1225773041516328e-07
96,0.6,-2.1089212746483177e-08
96,0.7,1.0759367170526205e-07
96,0.8,6.4273254345663020e-05
98,0.1,-1.8361922347330588e-06
98,0.2,-1.1358458680730256e-06
98,0.3,-9.6395112379789704e-07
98,0.4,-5.1576750285028720e-07
98,0.5,-3.4147759098045795e-07
98,0.6,-6.9639396769736450e-07
98,0.7,2.1609632310917494e-07
98,0.8,2.2700941550551649e-04

