90.0, 0.4, -1.8883220534946317e-07
90.0, 0.5, -1.3238089538409902e-07
90.0, 0.6, -9.657387034437703e-08
90.0, 0.7, -9.087288589417915e-08
90.0, 0.8, -4.635096723826991e-08
95.0, 0.4, 9.455554291060015e-05
95.0, 0.5, 1.187248044449365e-07
95.0, 0.6, 1.386358156501953e-05
95.0, 0.7, 0.00013289091871670233
95.0, 0.8, 0.00019377171010313943
100.0, 0.4, 0.00018251044530139386
100.0, 0.5, 0.00017829543126184487
100.0, 0.6, 0.00017852071078721627
100.0, 0.7, 0.00020539187800868995
100.0, 0.8, 0.000256027689852268
105.0, 0.4, 0.0002747433253513093
105.0, 0.5, 0.00024057686730607063
105.0, 0.6, 0.00024054754384873655
105.0, 0.7, 0.0002605977190385494
105.0, 0.8, 0.00030181618864673154
110.0, 0.4, 0.000350045934150771
110.0, 0.5, 0.00030112390604358335
110.0, 0.6, 0.00029488735100410477
110.0, 0.7, 0.00030222405344422964
110.0, 0.8, 0.0003337487226287563
